"","Page","URL","og.title","Pageviews","Unique.Pageviews","Avg..Time.on.Page","Entrances","Bounce.Rate","X..Exit","Page.Value","title"
"247","/americas-expert-voices","http://americamagazine.org/americas-expert-voices",NA,"266","251","0:01:15","106","95.28%","52.63%","$0.00","America's Expert Voices"
"248","/issue/priest-born-deaf-urges-sacraments-children-disabilities","http://americamagazine.org/issue/priest-born-deaf-urges-sacraments-children-disabilities",NA,"265","252","0:04:49","215","88.37%","84.91%","$0.00","Priest born deaf urges sacraments for children with disabilities"
"249","/content/the-word/lord-all","http://americamagazine.org/content/the-word/lord-all",NA,"264","219","0:01:08","17","76.47%","23.11%","$0.00",NA
"250","/sections/faith-focus","http://americamagazine.org/sections/faith-focus",NA,"264","220","0:00:50","31","36.67%","17.42%","$0.00","Faith in Focus"
"251","/living-word","http://americamagazine.org/living-word",NA,"261","211","0:00:48","109","69.44%","44.83%","$0.00","The Living Word"
"252","/sections/unconventional-wisdom","http://americamagazine.org/sections/unconventional-wisdom",NA,"260","239","0:00:46","52","94.12%","33.46%","$0.00","(Un)Conventional Wisdom"
"253","/toc-past/2007-06-18","http://americamagazine.org/toc-past/2007-06-18",NA,"260","109","0:00:06","1","0.00%","1.15%","$0.00",NA
"254","/content/all-things/i-walk-slowly-i-never-walk-backward-humanity-abraham-lincoln","http://americamagazine.org/content/all-things/i-walk-slowly-i-never-walk-backward-humanity-abraham-lincoln",NA,"259","239","0:05:20","238","90.76%","91.89%","$0.00","""I Walk Slowly, But I Never Walk Backward"": The Humanity of Abraham Lincoln"
"255","/issue/mediterranean-sea-disasters-1000-migrants-feared-lost","http://americamagazine.org/issue/mediterranean-sea-disasters-1000-migrants-feared-lost",NA,"257","246","0:04:26","227","84.58%","88.33%","$0.00","Mediterranean Sea disasters swallow up over 1,000 migrants"
"256","/issue/misunderstood-masterpiece","http://americamagazine.org/issue/misunderstood-masterpiece",NA,"256","237","0:08:05","237","91.56%","92.19%","$0.00","Misunderstood Masterpiece"
"257","/403.html?page=/node/154399/draft&from=http://m.facebook.com","http://americamagazine.org/403.html?page=/node/154399/draft&from=http://m.facebook.com",NA,"255","175","0:02:29","175","61.14%","60.39%","$0.00","unknown"
"258","/content/all-things/what-should-gay-catholic-do","http://americamagazine.org/content/all-things/what-should-gay-catholic-do",NA,"255","232","0:05:45","224","62.11%","82.35%","$0.00","What Should a Gay Catholic Do?"
"259","/issue/culture/museum-mind","http://americamagazine.org/issue/culture/museum-mind",NA,"255","238","0:02:49","120","68.33%","51.37%","$0.00","Museum of the Mind"
"260","/issue/staying-consistent","http://americamagazine.org/issue/staying-consistent",NA,"254","236","0:05:23","227","85.09%","88.98%","$0.00","The throwaway culture has a hold on both political parties."
"261","/issue/just-mother","http://americamagazine.org/issue/just-mother",NA,"252","237","0:04:45","180","85.08%","79.76%","$0.00","Just a Mother? Recovering the unsung life of Zebedee’s wife"
"262","/content/dispatches/pope-armenia-calls-future-resists-illusory-power-vengeance","http://americamagazine.org/content/dispatches/pope-armenia-calls-future-resists-illusory-power-vengeance",NA,"251","234","0:02:42","147","81.63%","70.92%","$0.00","Pope Francis in Armenia: “Let us race together towards full communion”"
"263","/content/the-word/paschal-mystery","http://americamagazine.org/content/the-word/paschal-mystery",NA,"250","229","0:03:55","228","90.35%","90.40%","$0.00","The Paschal Mystery"
"264","/film","http://americamagazine.org/film",NA,"249","203","0:00:46","45","51.11%","32.93%","$0.00","Film"
"265","/issue/100/perspectives-indian-convert","http://americamagazine.org/issue/100/perspectives-indian-convert",NA,"246","234","0:11:28","234","88.46%","94.31%","$0.00","Perspectives of an Indian Convert"
"266","/content/all-things/top-ten-reasons-stay-catholic","http://americamagazine.org/content/all-things/top-ten-reasons-stay-catholic",NA,"242","225","0:05:27","225","91.11%","91.32%","$0.00","Top Ten Reasons to Stay Catholic"
"267","/issue/bishops-offer-consolation-resolve-after-orlando-shootings","http://americamagazine.org/issue/bishops-offer-consolation-resolve-after-orlando-shootings",NA,"241","226","0:04:50","201","87.06%","84.65%","$0.00","Bishops, others offer consolation, resolve after Orlando shootings"
"268","/issue/5140/article/plagiarism-plague","http://americamagazine.org/issue/5140/article/plagiarism-plague",NA,"240","209","0:07:44","208","87.56%","85.83%","$0.00","The Plagiarism Plague"
"269","/video","http://americamagazine.org/video",NA,"239","221","0:01:10","72","88.89%","49.37%","$0.00","Videos"
"270","/issue/lives-christ","http://americamagazine.org/issue/lives-christ",NA,"238","234","0:07:17","211","94.31%","92.86%","$0.00","Reviewing two new ’Jesus films’: ’Risen’ and ’The Young Messiah’"
"271","/issue/back-water","http://americamagazine.org/issue/back-water",NA,"237","222","0:04:06","95","73.68%","53.16%","$0.00","In 'Finding Dory' sequel, it’s up to Dory to find herself."
"272","/america-history","http://americamagazine.org/america-history",NA,"236","201","0:01:12","52","90.38%","46.61%","$0.00","About 'America'"
"273","/users/gerard-oconnell-0","http://americamagazine.org/users/gerard-oconnell-0",NA,"236","204","0:01:05","73","64.38%","42.37%","$0.00","Gerard O'Connell"
"274","/content/dispatches/what-provoked-battle-pretoria","http://americamagazine.org/content/dispatches/what-provoked-battle-pretoria",NA,"235","221","0:03:35","193","92.23%","86.81%","$0.00","What Provoked the Battle of Pretoria?"
"275","/content/the-word/we-cant-really-live-alone","http://americamagazine.org/content/the-word/we-cant-really-live-alone",NA,"232","214","0:02:48","214","91.59%","91.81%","$0.00","We Can't Really Live Alone"
"276","/content/all-things/john-omalley-sj-honored-harvard","http://americamagazine.org/content/all-things/john-omalley-sj-honored-harvard",NA,"229","207","0:03:45","139","83.45%","71.18%","$0.00","John O'Malley, S.J., honored at Harvard"
"277","/issue/422/article/catholic-women-deacons","http://americamagazine.org/issue/422/article/catholic-women-deacons",NA,"225","204","0:07:39","192","87.50%","85.33%","$0.00","Phyllis Zagano on the case for Catholic women deacons"
"278","/content/all-things/spirituality-money-author-qa-heather-king","http://americamagazine.org/content/all-things/spirituality-money-author-qa-heather-king",NA,"224","210","0:07:39","202","79.80%","88.84%","$0.00","The spirituality of money: an interview with ‘Loaded’ author Heather King"
"279","/content/all-things/vatican-bank-scandal-nobody-talking-about","http://americamagazine.org/content/all-things/vatican-bank-scandal-nobody-talking-about",NA,"224","211","0:13:08","210","78.10%","92.41%","$0.00","The Vatican Bank scandal nobody is talking about"
"280","/laudatosi","http://americamagazine.org/laudatosi",NA,"224","204","0:02:22","195","74.62%","80.36%","$0.00","Pope Francis' Encyclical on the Environment"
"281","/siriusxm","http://americamagazine.org/siriusxm",NA,"223","176","0:01:19","72","59.72%","38.12%","$0.00","'America This Week' on SiriusXM"
"282","/issue/479/article/ministry-lector","http://americamagazine.org/issue/479/article/ministry-lector",NA,"222","200","0:03:23","189","89.42%","84.23%","$0.00","The Ministry of the Lector"
"283","/issue/dangerous-liaisons","http://americamagazine.org/issue/dangerous-liaisons",NA,"222","204","0:02:31","78","74.36%","45.50%","$0.00","In “Blackbird” and “The Crucible,” troubled relationships have tragic consequences."
"284","/issue/diez-puntos-clave-sobre-amoris-laetitia","http://americamagazine.org/issue/diez-puntos-clave-sobre-amoris-laetitia",NA,"222","206","0:04:31","185","90.76%","86.49%","$0.00","Diez puntos clave sobre ‘Amoris Laetitia’"
"285","/users/matt-malone-sj","http://americamagazine.org/users/matt-malone-sj",NA,"222","184","0:02:31","105","57.14%","40.54%","$0.00","Matt Malone, S.J."
"286","/issue/merciful-father","http://americamagazine.org/issue/merciful-father",NA,"220","202","0:05:36","199","88.50%","90.00%","$0.00","The Merciful Father: Always ready to greet a prodigal son"
"287","/toc-past/2010-06-07","http://americamagazine.org/toc-past/2010-06-07",NA,"220","106","0:00:07","1","0.00%","0.45%","$0.00",NA
"288","/content/all-things/remembering-pat-summitt-coach-and-trailblazer","http://americamagazine.org/content/all-things/remembering-pat-summitt-coach-and-trailblazer",NA,"219","211","0:03:19","133","87.97%","70.78%","$0.00","Pat Summitt broke the glass ceiling in the male-dominated world of sports."
"289","/toc-past/2007-06-04","http://americamagazine.org/toc-past/2007-06-04",NA,"218","100","0:00:13","3","66.67%","1.38%","$0.00",NA
"290","/content/dispatches/st-benedicts-witnessing-miracle-newark","http://americamagazine.org/content/dispatches/st-benedicts-witnessing-miracle-newark",NA,"217","194","0:07:43","189","82.54%","84.79%","$0.00","St. Benedict’s on 60 Minutes: Witnessing A Miracle In Newark"
"291","/content/dispatches/writing-death-and-monastic-wisdom-conversation-kathleen-norris","http://americamagazine.org/content/dispatches/writing-death-and-monastic-wisdom-conversation-kathleen-norris",NA,"217","198","0:10:17","197","70.71%","88.94%","$0.00","Author Kathleen Norris talks about death, writing and the contemplative life"
"292","/toc-past/2001-06-18","http://americamagazine.org/toc-past/2001-06-18",NA,"215","93","0:00:06","2","0.00%","3.72%","$0.00",NA
"293","/content/all-things/pope-francis-and-room-tears","http://americamagazine.org/content/all-things/pope-francis-and-room-tears",NA,"214","204","0:04:46","197","93.91%","93.46%","$0.00","Pope Francis and the room of tears"
"294","/issue/653/faith-focus/prisoners-story","http://americamagazine.org/issue/653/faith-focus/prisoners-story",NA,"214","204","0:14:19","202","77.72%","94.39%","$0.00","A Prisoners Story"
"295","/issue/euthanasia-california","http://americamagazine.org/issue/euthanasia-california",NA,"214","183","0:06:31","178","85.39%","84.58%","$0.00","Euthanasia in California"
"296","/content/all-things/catholic-pagan-10-questions-camille-paglia","http://americamagazine.org/content/all-things/catholic-pagan-10-questions-camille-paglia",NA,"212","202","0:09:51","200","81.09%","93.40%","$0.00","The Catholic Pagan: 10 Questions for Camille Paglia"
"297","/content/all-things/daniel-berrigans-ten-commandments","http://americamagazine.org/content/all-things/daniel-berrigans-ten-commandments",NA,"212","193","0:03:10","162","82.72%","82.55%","$0.00","Daniel Berrigan's 'Ten Commandments'"
"298","/faith?page=1","http://americamagazine.org/faith?page=1",NA,"209","135","0:00:30","38","31.58%","23.44%","$0.00","Faith"
"299","/toc-past/2016-05-16","http://americamagazine.org/toc-past/2016-05-16",NA,"208","146","0:00:49","49","32.65%","17.31%","$0.00",NA
"300","/user/password","http://americamagazine.org/user/password",NA,"207","130","0:00:32","5","40.00%","10.63%","$0.00","User account"
"301","/issue/daring-words","http://americamagazine.org/issue/daring-words",NA,"206","179","0:02:12","48","68.75%","44.17%","$0.00","Daring Words: The 2016 Foley Poetry Contest"
"302","/issue/612/faith-focus/liberal-catholicism","http://americamagazine.org/issue/612/faith-focus/liberal-catholicism",NA,"205","195","0:05:31","193","84.97%","86.83%","$0.00","Liberal Catholicism"
"303","/content/all-things/dying-ones-country-home-and-abroad","http://americamagazine.org/content/all-things/dying-ones-country-home-and-abroad",NA,"204","186","0:02:10","61","70.97%","47.06%","$0.00","Dying for one's country, at home and abroad"
"304","/word-made-digital","http://americamagazine.org/word-made-digital",NA,"204","201","0:03:51","200","91.00%","97.55%","$0.00","The Word Made Digital"
"305","/content/all-things/god-and-science-qa-robert-spitzer-sj","http://americamagazine.org/content/all-things/god-and-science-qa-robert-spitzer-sj",NA,"203","184","0:12:46","181","67.57%","86.70%","$0.00","Can scientific methods prove the existence of God?"
"306","/issue/after-orlando-chicago-archbishop-urges-outreach-gun-control","http://americamagazine.org/issue/after-orlando-chicago-archbishop-urges-outreach-gun-control",NA,"201","183","0:04:07","127","74.22%","63.68%","$0.00","After Orlando, Chicago Archbishop Urges Outreach, Gun Control"
"307","/sections/laudato-si","http://americamagazine.org/sections/laudato-si",NA,"201","136","0:01:38","128","50.00%","42.29%","$0.00","Laudato Si"
"308","/toc-past/2004-06-07","http://americamagazine.org/toc-past/2004-06-07",NA,"199","79","0:00:07","0","0.00%","0.50%","$0.00",NA
"309","/toc-past/2013-06-17","http://americamagazine.org/toc-past/2013-06-17",NA,"198","103","0:00:05","1","0.00%","0.51%","$0.00",NA
"310","/issue/going-totally-digital","http://americamagazine.org/issue/going-totally-digital",NA,"197","174","0:02:34","148","81.08%","78.17%","$0.00","The Archdiocese of Los Angeles goes totally digital"
"311","/media/podcasts/scripture-and-family","http://americamagazine.org/media/podcasts/scripture-and-family",NA,"197","177","0:03:03","94","73.40%","62.44%","$0.00","Scripture and the Family"
"312","/users/john-w-martens","http://americamagazine.org/users/john-w-martens",NA,"197","149","0:00:43","24","54.17%","16.75%","$0.00","John W. Martens"
"313","/content/all-things/pope-francis-charismatic-renewal-qa-patti-gallagher-mansfield","http://americamagazine.org/content/all-things/pope-francis-charismatic-renewal-qa-patti-gallagher-mansfield",NA,"196","182","0:11:32","182","85.33%","91.84%","$0.00","Pope Francis & the Charismatic Renewal: Q&A with Patti Gallagher Mansfield"
"314","/content/all-things/dissenters-state-department-urge-airstrikes-syria","http://americamagazine.org/content/all-things/dissenters-state-department-urge-airstrikes-syria",NA,"194","170","0:03:48","77","72.73%","59.28%","$0.00","Mid-level U.S. diplomats say Assad must be toppled in order to defeat ISIS"
"315","/content/good-word/saul-saul-why-do-you-persecute-me","http://americamagazine.org/content/good-word/saul-saul-why-do-you-persecute-me",NA,"194","179","0:05:12","179","87.71%","90.21%","$0.00","""Saul, Saul, why do you persecute me?"""
"316","/issue/bishops-accountability","http://americamagazine.org/issue/bishops-accountability",NA,"194","173","0:01:20","45","60.00%","37.63%","$0.00","Bishops’ Accountability"
"317","/issue/patriarchs-call-liberation-iraqi-christian-lands","http://americamagazine.org/issue/patriarchs-call-liberation-iraqi-christian-lands",NA,"194","177","0:01:50","81","81.48%","54.12%","$0.00","Patriarchs call for liberation of Iraqi lands where Christians lived"
"318","/sections/many-things","http://americamagazine.org/sections/many-things",NA,"194","163","0:01:07","23","47.83%","13.40%","$0.00","Of Many Things"
"319","/content/all-things/catholic-model-20-questions-leah-darrow","http://americamagazine.org/content/all-things/catholic-model-20-questions-leah-darrow",NA,"193","179","0:11:48","179","75.69%","90.16%","$0.00","The Catholic Model: 20 Questions for Leah Darrow"
"320","/issue/pope-appoints-french-born-archbishop-christophe-pierre-new-nuncio-united-states","http://americamagazine.org/issue/pope-appoints-french-born-archbishop-christophe-pierre-new-nuncio-united-states",NA,"192","181","0:07:01","169","86.39%","86.46%","$0.00","Pope Francis appoints new nuncio to the United States"
"321","/toc-past/2004-06-21","http://americamagazine.org/toc-past/2004-06-21",NA,"192","88","0:00:05","1","0.00%","0.00%","$0.00",NA
"322","/content/all-things/pro-life-democrats-and-catholic-church-21-questions-kristen-day","http://americamagazine.org/content/all-things/pro-life-democrats-and-catholic-church-21-questions-kristen-day",NA,"190","174","0:12:17","172","79.77%","90.00%","$0.00","Pro-Life Democrats and the Catholic Church: Q&A with Kristen Day"
"323","/content/unconventional-wisdom/obama-steers-ship-most-candidates-say-it-sinking","http://americamagazine.org/content/unconventional-wisdom/obama-steers-ship-most-candidates-say-it-sinking",NA,"189","167","0:02:14","17","70.59%","37.57%","$0.00","Obama Steers the Ship but Most Candidates Say It Is Sinking"
"324","/educator","http://americamagazine.org/educator",NA,"189","172","0:00:26","61","91.80%","41.27%","$0.00","The Ignatian Educator"
"325","/issue/dont-be-jerk","http://americamagazine.org/issue/dont-be-jerk",NA,"188","171","0:04:15","101","71.57%","65.96%","$0.00","One Jesuit’s advice for this election season: Don’t be a jerk."
"326","/content/dispatches/pope-francis-celebrates-mass-gyumri-site-1988-earthquake","http://americamagazine.org/content/dispatches/pope-francis-celebrates-mass-gyumri-site-1988-earthquake",NA,"187","152","0:02:39","107","81.31%","63.64%","$0.00","Pope Francis celebrates Mass in Gyumri, site of 1988 earthquake"
"327","/issue/558/article/st-john-cross-mystic-light","http://americamagazine.org/issue/558/article/st-john-cross-mystic-light",NA,"187","176","0:07:52","174","94.83%","93.58%","$0.00","St. John of the Cross, Mystic of the Light"
"328","/issue/acts-penance","http://americamagazine.org/issue/acts-penance",NA,"187","168","0:02:13","45","71.74%","42.78%","$0.00","Georgetown's acts of Penance"
"329","/issue/culture/landlords-dickens","http://americamagazine.org/issue/culture/landlords-dickens",NA,"187","163","0:03:01","100","80.00%","62.03%","$0.00","Landlords From Dickens"
"330","/content/all-things/surviving-mommie-dearest-17-questions-christina-crawford","http://americamagazine.org/content/all-things/surviving-mommie-dearest-17-questions-christina-crawford",NA,"186","174","0:23:10","174","51.72%","93.55%","$0.00","Actress and author Christina Crawford on her journey from childhood abuse to recovery"
"331","/content/dispatches/signs-times-london","http://americamagazine.org/content/dispatches/signs-times-london",NA,"186","172","0:04:36","103","82.52%","66.67%","$0.00","My morning Brexit reading from London"
"332","/issue/discernment-key-amoris-laetitia","http://americamagazine.org/issue/discernment-key-amoris-laetitia",NA,"186","168","0:03:20","99","80.00%","63.44%","$0.00","Understanding discernment is key to understanding “Amoris Laetitia”"
"333","/issue/644/faith-focus/our-broken-parish","http://americamagazine.org/issue/644/faith-focus/our-broken-parish",NA,"185","172","0:11:18","168","88.10%","90.81%","$0.00","Our Broken Parish"
"334","/content/all-things/marriage-pope-francis-and-canon-law-21-questions-father-robert-kaslyn-sj","http://americamagazine.org/content/all-things/marriage-pope-francis-and-canon-law-21-questions-father-robert-kaslyn-sj",NA,"183","165","0:06:49","159","81.13%","87.43%","$0.00","Marriage, Pope Francis, and Canon Law: 21 Questions for Father Robert Kaslyn, S.J."
"335","/content/all-things/why-director-spotlight-has-hope-catholic-church-interview-tom-mccarthy","http://americamagazine.org/content/all-things/why-director-spotlight-has-hope-catholic-church-interview-tom-mccarthy",NA,"182","174","0:19:38","171","85.55%","92.31%","$0.00","Why the Director of 'Spotlight' Has Hope for the Catholic Church: An Interview with Tom McCarthy"
"336","/issue/487/article/threat-same-sex-marriage","http://americamagazine.org/issue/487/article/threat-same-sex-marriage",NA,"181","166","0:09:09","155","92.26%","86.19%","$0.00","The Threat of Same-Sex Marriage"
"337","/issue/obama-immigration-plan-blocked-supreme-court-tie-vote","http://americamagazine.org/issue/obama-immigration-plan-blocked-supreme-court-tie-vote",NA,"181","164","0:03:49","140","86.43%","81.22%","$0.00","Obama immigration plan blocked by 4-4 tie at Supreme Court"
"338","/content/all-things/islam-gospel-and-world-conquest","http://americamagazine.org/content/all-things/islam-gospel-and-world-conquest",NA,"179","158","0:07:06","104","82.69%","72.07%","$0.00","In another striking interview, Pope Francis reflects on Europe's Christian roots and relations with Islam"
"339","/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=http://m.facebook.com/","http://americamagazine.org/403.html?page=/content/all-things/solidarity-our-lgbt-brothers-and-sisters&from=http://m.facebook.com/",NA,"178","128","0:02:15","122","77.87%","70.22%","$0.00","unknown"
"340","/issue/323/article/celebrating-dorothy-day","http://americamagazine.org/issue/323/article/celebrating-dorothy-day",NA,"178","156","0:04:55","154","84.42%","84.83%","$0.00","Celebrating Dorothy Day"
"341","/content/the-word/cost-discipleship-0","http://americamagazine.org/content/the-word/cost-discipleship-0",NA,"177","144","0:01:48","63","79.37%","36.72%","$0.00","The Cost of Discipleship"
"342","/issue/486/faith-focus/jesuits-are-too-liberal","http://americamagazine.org/issue/486/faith-focus/jesuits-are-too-liberal",NA,"177","164","0:06:24","161","86.34%","87.57%","$0.00","The Jesuits Are Too Liberal"
"343","/content/all-things/why-gun-control-religious-issue","http://americamagazine.org/content/all-things/why-gun-control-religious-issue",NA,"175","163","0:08:21","160","91.25%","92.00%","$0.00","Why Gun Control is a Religious Issue"
"344","/content/the-word/gods-vineyard","http://americamagazine.org/content/the-word/gods-vineyard",NA,"175","157","0:07:19","156","88.46%","88.57%","$0.00","God's Vineyard"
"345","/content/ignatian-educator/steven-spielberg-listen-whisper","http://americamagazine.org/content/ignatian-educator/steven-spielberg-listen-whisper",NA,"174","159","0:04:02","158","91.77%","90.80%","$0.00","Steven Spielberg: Listen for the Whisper"
"346","/content/all-things/faith-and-justice-14-questions-sister-joan-chittister-osb","http://americamagazine.org/content/all-things/faith-and-justice-14-questions-sister-joan-chittister-osb",NA,"172","170","0:20:19","170","85.29%","97.67%","$0.00","Faith and Justice: 14 Questions for Sister Joan Chittister OSB"
"347","/content/advertising","http://americamagazine.org/content/advertising",NA,"171","119","0:02:57","56","44.64%","56.73%","$0.00","Advertising"
"348","/content/all-things/livestream-daniel-berrigan-sj-funeral-mass","http://americamagazine.org/content/all-things/livestream-daniel-berrigan-sj-funeral-mass",NA,"170","157","0:01:22","147","87.07%","82.94%","$0.00","Watch the livestream of the funeral Mass of Daniel Berrigan, S.J., here."
"349","/content/all-things/thomas-merton-and-dialogue-buddhism","http://americamagazine.org/content/all-things/thomas-merton-and-dialogue-buddhism",NA,"168","158","0:08:47","156","92.31%","92.26%","$0.00","Thomas Merton and Dialogue with Buddhism"
"350","/issue/483/article/ministry-hospitality","http://americamagazine.org/issue/483/article/ministry-hospitality",NA,"168","148","0:03:33","146","89.73%","86.31%","$0.00","The Ministry of Hospitality"
"351","/users/james-martin-sj-0","http://americamagazine.org/users/james-martin-sj-0",NA,"167","153","0:01:06","17","37.50%","40.12%","$0.00","James Martin, S.J."
"352","/archives/2015","http://americamagazine.org/archives/2015",NA,"166","60","0:00:18","1","0.00%","4.82%","$0.00","Archives: 2015"
"353","/content/the-word/whats-my-line","http://americamagazine.org/content/the-word/whats-my-line",NA,"166","125","0:00:58","42","80.95%","31.33%","$0.00","What's My Line?"
"354","/issue/breathing-space","http://americamagazine.org/issue/breathing-space",NA,"166","145","0:04:21","138","84.89%","84.94%","$0.00","Jesuit institutions must do more to undo racism."
"355","/issue/out-kenya","http://americamagazine.org/issue/out-kenya",NA,"166","146","0:04:02","89","67.39%","50.00%","$0.00","The Somali refugee crisis reaches a crescendo in East Africa."
"356","/issue/religion-and-diplomacy","http://americamagazine.org/issue/religion-and-diplomacy",NA,"166","135","0:03:57","117","83.76%","70.48%","$0.00","John Kerry: 'We ignore the global impact of religion at our peril'"
"357","/issue/389/article/can-one-forgive-child-molester","http://americamagazine.org/issue/389/article/can-one-forgive-child-molester",NA,"165","157","0:13:31","155","92.31%","95.15%","$0.00","Can One Forgive a Child Molester?"
"358","/issue/639/article/flannery-oconnors-religious-vision","http://americamagazine.org/issue/639/article/flannery-oconnors-religious-vision",NA,"165","148","0:05:52","145","88.28%","87.88%","$0.00","Flannery O'Connor's Religious Vision"
"359","/toc-past/2010-06-21","http://americamagazine.org/toc-past/2010-06-21",NA,"165","85","0:00:06","1","0.00%","0.61%","$0.00",NA
"360","/issue/aging-ignatius","http://americamagazine.org/issue/aging-ignatius",NA,"164","154","0:07:51","140","84.40%","87.80%","$0.00","Aging With Ignatius: Applying the Spiritual Exercises in the later stages of life"
"361","/toc-past/2013-06-03","http://americamagazine.org/toc-past/2013-06-03",NA,"164","93","0:00:21","3","0.00%","0.00%","$0.00",NA
"362","/issue/687/100/resources-teachers","http://americamagazine.org/issue/687/100/resources-teachers",NA,"163","135","0:01:21","61","90.16%","46.01%","$0.00","Resources for Teachers"
"363","/issue/poverty-and-puerto-rico","http://americamagazine.org/issue/poverty-and-puerto-rico",NA,"162","149","0:02:30","73","72.60%","50.00%","$0.00","The economic poverty crisis in Puerto Rico sheds a light on child poverty."
"364","/toc-past/2001-06-04","http://americamagazine.org/toc-past/2001-06-04",NA,"161","63","0:00:05","0","0.00%","2.48%","$0.00",NA
"365","/content/the-word/traveling-time","http://americamagazine.org/content/the-word/traveling-time",NA,"160","126","0:01:19","19","89.47%","21.88%","$0.00","Traveling Time"
"366","/issue/life-after-birth","http://americamagazine.org/issue/life-after-birth",NA,"159","150","0:04:41","53","71.70%","58.49%","$0.00","A new mom on what ‘meternity’ leave misses"
"367","/issue/teaching-transforms","http://americamagazine.org/issue/teaching-transforms",NA,"157","129","0:04:26","97","80.61%","71.97%","$0.00","Teaching That Transforms: The distinctive heart of Jesuit higher education"
"368","/issue/794/film/hollow-justice","http://americamagazine.org/issue/794/film/hollow-justice",NA,"156","145","0:06:04","145","89.66%","92.95%","$0.00","Hollow Justice"
"369","/issue/rights-refugees","http://americamagazine.org/issue/rights-refugees",NA,"156","132","0:03:24","125","89.60%","81.41%","$0.00","Who is responsible for refugees?"
"370","/content/all-things/happy-75th-birthday-bob-dylan","http://americamagazine.org/content/all-things/happy-75th-birthday-bob-dylan",NA,"154","142","0:04:02","59","84.75%","72.08%","$0.00","Bob Dylan in the key of Catholic"
"371","/content/all-things/jesuit-formation-and-lingo","http://americamagazine.org/content/all-things/jesuit-formation-and-lingo",NA,"153","147","0:09:47","138","87.68%","90.20%","$0.00","Jesuit Formation and Lingo"
"372","/content/the-word/seeing-believing-really","http://americamagazine.org/content/the-word/seeing-believing-really",NA,"151","135","0:09:33","133","90.98%","88.74%","$0.00","Seeing Is Believing. Really?"
"373","/issue/vatican-marks-laudato-si-anniversary-new-website","http://americamagazine.org/issue/vatican-marks-laudato-si-anniversary-new-website",NA,"151","128","0:03:11","113","44.35%","74.83%","$0.00","Vatican marks 'Laudato Si'' anniversary with new website"
"374","/issue/484/article/why-go-mass","http://americamagazine.org/issue/484/article/why-go-mass",NA,"150","136","0:04:09","134","87.31%","87.33%","$0.00","Why Go to Mass?"
"375","/issue/reply-all-112","http://americamagazine.org/issue/reply-all-112",NA,"150","131","0:02:52","59","65.00%","44.00%","$0.00","Reply All: America's readers respond"
"376","/submit/44633","http://americamagazine.org/submit/44633",NA,"150","94","0:01:03","4","50.00%","8.67%","$0.00","unknown"
"377","/issue/480/article/ministry-parish-liturgy-committee","http://americamagazine.org/issue/480/article/ministry-parish-liturgy-committee",NA,"149","131","0:06:21","129","89.23%","85.23%","$0.00","The Ministry of the Parish Liturgy Committee"
"378","/content/all-things/livestream-rene-girard-politics-religion-violence","http://americamagazine.org/content/all-things/livestream-rene-girard-politics-religion-violence",NA,"147","114","0:03:12","77","76.62%","61.90%","$0.00","LIVESTREAM | Conference on the works of René Girard"
"379","/content/all-things/feast-st-aloysius-gonzaga","http://americamagazine.org/content/all-things/feast-st-aloysius-gonzaga",NA,"146","131","0:06:40","129","84.50%","85.62%","$0.00","The Feast of St. Aloysius Gonzaga"
"380","/content/the-word/real-presence","http://americamagazine.org/content/the-word/real-presence",NA,"146","136","0:01:15","48","72.34%","39.04%","$0.00",NA
"381","/issue/599/article/what-distinguishes-jesuits","http://americamagazine.org/issue/599/article/what-distinguishes-jesuits",NA,"145","132","0:05:58","129","86.05%","86.90%","$0.00","What Distinguishes the Jesuits?"
"382","/content/good-word/he-died-make-men-holy","http://americamagazine.org/content/good-word/he-died-make-men-holy",NA,"144","139","0:02:38","35","86.11%","45.83%","$0.00","Howe's 'Battle Hymn' and the paradox of freedom"
"383","/content/dispatches/punisher-now-president-elect-can-church-adapt","http://americamagazine.org/content/dispatches/punisher-now-president-elect-can-church-adapt",NA,"143","131","0:04:23","99","75.00%","79.72%","$0.00","The Punisher is now president-elect. Can the church in the Philippines adapt?"
"384","/content/all-things/catholic-blogosphere-qa-father-john-zuhlsdorf","http://americamagazine.org/content/all-things/catholic-blogosphere-qa-father-john-zuhlsdorf",NA,"142","129","0:09:24","124","75.81%","83.80%","$0.00","The Catholic Blogosphere: Q&A with Father John Zuhlsdorf"
"385","/issue/pope-francis-responds-terrorism-turkey","http://americamagazine.org/issue/pope-francis-responds-terrorism-turkey",NA,"142","132","0:03:34","127","90.55%","88.03%","$0.00","Pope prays for peace following Turkey terrorist attack"
"386","/users/kevin-clarke","http://americamagazine.org/users/kevin-clarke",NA,"142","115","0:00:52","43","72.09%","40.85%","$0.00","Kevin Clarke"
"387","/content/all-things/gay-and-catholic-interview-author-eve-tushnet","http://americamagazine.org/content/all-things/gay-and-catholic-interview-author-eve-tushnet",NA,"141","133","0:09:50","132","75.00%","90.78%","$0.00","'Gay and Catholic': An Interview with Author Eve Tushnet"
"388","/content/ignatian-educator/dana-gioias-prayer","http://americamagazine.org/content/ignatian-educator/dana-gioias-prayer",NA,"140","126","0:08:38","126","87.30%","89.29%","$0.00","Dana Gioia's ""Prayer"""
